Unnamed: 0,b'SEEG GLA3',b'SEEG GLA4',b'SEEG GLA5',b'SEEG GLA6',b'SEEG GLA7',b'SEEG GLA8',b'SEEG GLB1',b'SEEG GLB2',b'SEEG GLB3',b'SEEG GLB4',b'SEEG GLB5',b'SEEG GLB6',b'SEEG GLB7',b'SEEG GLB8',b'SEEG GLC1',b'SEEG GLC2',b'SEEG GLC3',b'SEEG GLC4',b'SEEG GLC5',b'SEEG GLC6',b'SEEG GLC7',b'SEEG GLC8',b'SEEG GLD1',b'SEEG GLD2',b'SEEG GLD3',b'SEEG GLD4',b'SEEG GLD5',b'SEEG GLD6',b'SEEG GLD7',b'SEEG GLD8',b'SEEG GLE1',b'SEEG GLE2',b'SEEG GLE3',b'SEEG GLE4',b'SEEG GLE5',b'SEEG GLE6',b'SEEG GLE7',b'SEEG GLE8',b'SEEG GLF1',b'SEEG GLF2',b'SEEG GLF3',b'SEEG GLF4',b'SEEG GLF5',b'SEEG GLF6',b'SEEG GLF7',b'SEEG GLF8',b'SEEG GLG1',b'SEEG GLG2',b'SEEG GLG3',b'SEEG GLG4',b'SEEG GLG5',b'SEEG GLG6',b'SEEG GLG7',b'SEEG GLG8',b'SEEG GLH1',b'SEEG GLH2',b'SEEG GLH3',b'SEEG GLH4',b'SEEG GLH5',b'SEEG GLH6',b'SEEG GLH7',b'SEEG GLH8',b'SEEG ILa1',b'SEEG ILa2',b'SEEG ILa3',b'SEEG ILa4',b'SEEG ILb1',b'SEEG ILb2',b'SEEG ILb3',b'SEEG ILb4',b'SEEG ILc1',b'SEEG ILc2',b'SEEG ILc3',b'SEEG ILc4'
46668,-5.226198763604822,-14.28238736278782,-2.168539247369785,-0.2246516752198711,-5.527503920846428,7.927010663454667,0.0039726534493674,-0.6296892308050156,-0.252162513718366,1.756944896950002,4.78618246855766,2.163858848251476,-0.4823834432879869,8.020117188171778,11.622917156024169,-2.2927283717834386,6.300552970624349,9.540051799376949,14.459268081876376,7.27889310641508,-2.7370069223827365,12.887543929935408,0.5422430567183864,1.7937600530063638,11.725887626088427,17.09917248284572,18.099046405307504,0.4937661596999042,-22.9725016025826,-8.386649895424718,1.3570490989199464,4.836945604233862,16.34700614964155,26.658140913286967,30.81802602959701,-15.927753384567223,-74.92488897429487,-35.009724280912884,5.0023084354911616,8.80934705367987,19.12563480162269,52.78732612136472,102.67907929061428,-70.38267157642125,-100.62766274124994,-27.8336868172916,5.401628254754079,10.155087004612758,27.59373633474182,79.029364626294,184.8640227108671,-61.09015550975263,-12.998321000213352,-3.080900599309856,7.21287205340007,8.942037152639918,23.50626108502623,84.15042388980609,-3.220444576961611,-4.197380058336433,13.567744254401198,-3.161911989987281,-19.84936548815153,1.480362407684941,-0.5293149721868753,-0.9079067189121728,-10.488568317529497,-5.587662877450809,-2.681248960970969,-4.2757405251746095,21.24052880669893,16.84110190267002,-10.28287960578381,0.6642465355442244
46669,-3.770722968745354,-15.69527331677955,-3.182446400438001,-2.7688313315604955,-4.6827429117684565,8.251751824552969,0.6317419967525354,-1.3113869315818538,-1.0236028735185492,1.557463740396322,4.577204586200589,1.925796120504136,-1.2384467551679867,2.4211243986375712,13.793914990047764,-1.850824088232884,4.191483803421254,8.118671997418604,12.604908644305183,9.283430380384267,0.3589691900752321,11.881874506229364,-1.228178346023956,0.4528606615835484,9.577581427378144,14.836002086391527,15.321321118231042,2.9821214907382263,-18.952750216914406,-5.909033597188667,-0.5861798118369098,2.7813785305701764,14.690680957506457,25.925462622794036,30.17692437141241,-17.592993630503866,-73.91680133743132,-28.22356456772968,2.9852956197193943,6.8402895529753724,17.729944084436973,59.079150198320015,112.25676588175328,-67.04291603316425,-82.02305902693402,-16.989488308301635,3.64555801459226,7.948169424818568,27.41134550640413,91.3494050911183,180.22000424545843,-58.54862845304432,16.075301002557307,4.257160375335476,5.248030916840609,7.159451613432497,21.24593939949284,77.26596221717094,-21.901127275735508,-0.699489302585104,14.128612197627346,-3.4148531412227965,-24.19114774336088,3.738641474378157,1.8631801502861007,0.3666484821827642,-10.006864362209203,-2.9276151779950355,-1.987350520365444,-3.4779846055024763,22.72238926083802,23.21966772052733,-8.717253612068289,1.1516864209953164
46670,-2.0512151564374386,-16.012780897760045,-4.227746330062829,-5.219841251913289,-3.0915793925854564,7.612878132906381,1.1933291759144449,-1.840044163832204,-1.669923593785993,1.2246013692396416,3.960392365443457,1.409425841359286,-1.9481872011082757,-3.305930794719345,14.84162587041966,-1.287875246291016,1.7848006534416618,6.045309378231771,9.52719488933164,10.356030946712162,3.235900138994388,9.498279640252392,-2.723578270177999,-0.9411007529121608,6.614040437335407,11.222172425309964,11.137162112364535,5.176965933739974,-13.28809546021298,-3.134691350746865,-2.4217284938941117,0.5056109988369698,11.728689643710542,22.83964982340368,26.894902759057896,-17.526046083411885,-66.06126810854309,-18.848876130245007,0.7149527173237854,4.256948261422586,14.664349348694676,59.89033869712049,111.99913699084463,-56.7333589392513,-56.571870606169945,-4.832973501864278,1.611267713325065,5.079986896889138,24.614257052743643,94.9444727606499,158.21145594940808,-49.97218516567587,43.27179931199221,10.659541154809055,2.9240699583631,4.7945878017254415,17.05467243427617,63.03235231179482,-37.28348097173266,2.975387541158504,12.683308307673482,-4.119951882074802,-26.345932759819515,5.496454847219413,3.9367503758707314,1.578355682525039,-8.635311826594105,-0.0766224892456911,-1.1762067228237372,-2.3992527637254613,21.970255225863884,27.55084396718646,-6.272223444515256,1.368531189311581
46671,-0.2443605917131604,-15.22400935537012,-5.053576973190539,-7.301415025812007,-0.8769580086894894,6.036235177125831,1.6322603941387692,-2.1466472252470874,-2.124300953277501,0.8169638544003859,3.0131798901092437,0.6763535569587263,-2.575587957246753,-8.75244324564619,14.631399280807573,-0.6198612493093867,-0.6429613573299913,3.5460114678205734,5.562370704333342,10.408477047858897,5.577804050217989,5.83136367162701,-3.7829046502407713,-2.187081270302884,3.1631304451601485,6.610899908744228,5.9605298725808655,6.852465388613957,-6.65382292679644,-0.4563748374922871,-3.932968104126501,-1.719302939102447,7.786503217003712,17.71172228983922,21.27555801431305,-15.787363467424417,-52.552960656175415,-8.046381081435468,-1.5664596553241656,1.3366794673354072,10.263361002030138,55.06067758959887,101.60957223786104,-40.33331213374223,-27.23480778553684,7.209823248797872,-0.5138120647089868,1.833229208042102,19.5022151117459,89.34036633232269,120.9537647379016,-36.56351966063514,65.69008810916914,15.40085636442024,0.4487240812696204,2.061023446875579,11.378838902211443,43.06382510094853,-48.05670540787824,6.29652341743678,9.438235852055818,-5.039501039597718,-26.136325555181813,6.511478839397288,5.468787510399939,2.578777114327821,-6.492913695318945,2.671501485545228,-0.3608383188190745,-1.1665437685142406,19.198085917481222,29.277228074655312,-3.072172416552307,1.2922979380908544
46672,1.478725711868344,-13.38474782206975,-5.423103856521587,-8.765719908059637,1.7357900061622422,3.6610112100162073,1.905718211604704,-2.186394887337871,-2.3393508583647944,0.3981758576489756,1.8440067677760328,-0.1805887804693028,-3.078613720880053,-13.522108595920184,13.14002481029758,0.1316904972164683,-2.824098379283013,0.8771413882133281,1.1355139170758426,9.462325598478886,7.1501898686845085,1.155774810221639,-4.303546892120288,-3.102812024989245,-0.4099691662857513,1.4529642356906205,0.3043813892900452,7.840568704128089,0.2045117256425643,1.783681662246088,-4.943466340793746,-3.6357388757253513,3.277662460620721,11.050704917954302,13.843762812011526,-12.610570751363138,-35.10575818568352,2.913697493900398,-3.620292734430093,-1.614099973044664,4.993533839319692,45.00542803040516,81.78445815545331,-19.43264959996052,2.775541247837884,17.786737620706706,-2.5401803702275094,-1.480938633104649,12.610537135128649,75.0277601390488,72.16672091030817,-20.04296527404112,80.97960249247932,17.994830895413042,-1.9691791711263076,-0.7998385964020829,4.80283138025649,19.53733070621576,-53.4981540550376,8.765052611323789,4.837465975556612,-5.86749617015396,-23.607392606615928,6.641299340127535,6.305948680215692,3.2486683257759523,-3.772840812437436,5.045962646639912,0.3583435007659064,0.0870302121276266,14.809812595165562,28.11234106838461,0.6660901851951334,0.9486561495958158
46673,2.969332783138059,-10.617629508073875,-5.152610090973031,-9.423684936757404,4.4416487206814645,0.7270150470314699,1.9883309771618625,-1.9449926803780708,-2.2917569668531788,0.0288089290991592,0.580682140612091,-1.0487456208084238,-3.411874782434483,-17.25782212082401,10.462816145172685,0.9375831957608588,-4.530421424152125,-1.7017838105559266,-3.286430277952119,7.644916367082553,7.825246119116005,-4.094015235405465,-4.251870749709225,-3.550609079173519,-3.744085721086537,-3.751044612557634,-5.272804139169591,8.04929615530451,6.55859593437564,3.337070560792853,-5.338803801152644,-5.031038753404283,-1.3427697953368898,3.5091033775549443,5.292836802401423,-8.372677027380051,-15.734988509022417,12.80550082215575,-5.238748342063261,-4.294988109607044,-0.5996883532068314,30.67844682446259,54.17316439165635,3.833465765568535,30.366245320713627,25.77852187537903,-4.295124763261216,-4.556085353900776,4.649574189776609,53.41731160606139,16.772445831367495,-2.424143054846548,87.60391417265618,18.246533920326407,-4.138743876381372,-3.5421288656330385,-2.0164288996546387,-5.059547574730245,-53.515536699278734,9.98420226827842,-0.494125139888616,-6.280003281122107,-19.017492639613987,5.862881698218162,6.379975023434898,3.512075643560552,-0.7235273837685168,6.826871340049005,0.9071658317853328,1.2367620883409192,9.340839848998668,24.082064527837755,4.645488452853507,0.4065256037817469
46674,4.113887308942887,-7.108809360178577,-4.1433801553358025,-9.169077611024576,6.891725006233989,-2.450503336623892,1.873992705131384,-1.4416653080043176,-1.9848148670431656,-0.2412999440152187,-0.6434388017993916,-1.810102276028184,-3.531723298536384,-19.66884672790876,6.808942922656277,1.759163604703941,-5.598776944869007,-3.954586585632685,-7.245887630535733,5.173133935574664,7.592207490591373,-9.3680708275071,-3.665400007159485,-3.457514795176012,-6.521616723107268,-8.503672263576725,-10.225793586518966,7.471902323665678,11.779229879596928,4.077498202670825,-5.08087026135723,-5.763078207107212,-5.627948196524408,-4.18636830989938,-3.585685321937543,-3.548782079039344,3.484175841210813,20.590825470193195,-6.2681290888852725,-6.445323121738132,-5.953031265039156,13.47528029468503,21.233561112613124,27.019122735614857,52.90489064113503,30.423929953179112,-5.639037432515209,-7.122105229397283,-3.574503633725402,26.69033718780791,-39.64265977176112,14.241011996483474,85.00760814315174,16.265442349193734,-5.902801924206835,-5.938477820786803,-8.421057004767981,-28.20974719476624,-48.61143061320813,9.717762826954472,-5.831349572787198,-5.989079516739592,-12.808732490128545,4.27596139148077,5.713180548170288,3.344667913868211,2.3758559120828844,7.866166636987539,1.2465237178934423,2.1787866415716697,3.3895932653737404,17.529588495218828,8.512073760055237,-0.233242564721722
46675,4.841532972701504,-3.1002497947065546,-2.401876295095596,-7.993292498197478,8.737851439535449,-5.515767549907954,1.5756583816909269,-0.728357536456493,-1.4486100673849305,-0.3794242142631212,-1.703990755660726,-2.3569873542641564,-3.403123560639867,-20.556143397357125,2.484999340197698,2.547584157417803,-5.948393336016331,-5.691439552057084,-10.344359148744042,2.326931815548465,6.552067594030488,-14.064525937551874,-2.6464816703530123,-2.826895228315463,-8.501717353186287,-12.36271479928415,-14.080126195747331,6.18593265058227,15.402917810967784,4.010738154404831,-4.212762529593796,-5.776632998064608,-9.186372932262886,-11.310928897522668,-11.981989012493663,1.3431776621043408,20.65234876327172,25.53449040467046,-6.625307013966449,-7.872492049519039,-10.547094445779551,-4.913257070779764,-14.003422461792622,47.643933136514455,68.49000709667102,31.396198416806893,-6.477484336396527,-8.97161866476619,-11.24821159080752,-2.4380913305920027,-91.43905751038427,28.114727419393507,73.66698554151405,12.43870262082622,-7.149108328875879,-7.800262846309566,-13.821497816142276,-47.64347401214991,-39.77848138276822,7.928490341054825,-10.442683436104575,-4.792747305387231,-5.560738522221216,2.08987644043504,4.413182547082283,2.775398172752165,5.242932457258231,8.099521938500454,1.375264901775128,2.8391809452077537,-2.451886979662,9.08270839137198,11.887870306964963,-0.8539208782633364
46676,5.126241252650398,1.1229689674066838,-0.0453223518030078,-5.98891955703452,9.680232940666164,-8.113167376189834,1.1232860000834404,0.1149879379031386,-0.7377108006312705,-0.3742164167381528,-2.4992221923845803,-2.60695173746914,-3.007193507939826,-19.833283103859728,-2.1318927314181595,3.244749455896563,-5.5880255583115845,-6.78601609877048,-12.284965893386753,-0.5841022867036209,4.897927041233026,-17.60438887327188,-1.3482674064393076,-1.7397166203871546,-9.54334452712613,-14.986582406430394,-16.48190480227131,4.342461185094324,17.17570666037988,3.265516299356464,-2.8535555852466565,-5.108485724846681,-11.72103478525727,-17.216141664329843,-19.14882877407711,5.801003573281949,34.24754677239901,27.278325684706417,-6.305467632163294,-8.471459871743505,-13.96146014867588,-22.680582816572848,-48.23579614797816,63.47788768732067,76.12124824679542,28.82282210492073,-6.767872417509607,-9.978316939361491,-17.6381711101867,-31.0162424369323,-133.53676329011685,37.79114233074521,55.01938268513004,7.369200758901901,-7.816180333791675,-8.99318388370469,-17.7556721156283,-61.57826703765147,-28.342090247425418,4.790647982555141,-13.68576133007285,-2.614028968897513,2.0670314659577618,-0.4044035669876341,2.6577366749495552,1.8814662521883097,7.619735841980449,7.548345242561631,1.326909327719759,3.178965939089448,-7.659882105644074,-0.4129924585058075,14.409989559831033,-1.3413354971547564
46677,4.983854779935571,5.25033375432921,2.708211618184196,-3.3415089423936197,9.511695033484598,-9.928992814320305,0.5602821619149723,0.9887283396313504,0.0735512818556106,-0.2372817959075442,-2.9611175388754223,-2.514792653926483,-2.348041973975016,-17.540192844100368,-6.628942038465218,3.7863662341824513,-4.61210738601779,-7.185098955625007,-12.903046183478574,-3.256999883816467,2.884162524473828,-19.507809649900345,0.0452577318287421,-0.3450852791840248,-9.615697121775,-16.167810339792084,-17.23417416626271,2.1470124256269054,17.06983605604091,2.067215890282561,-1.183480519177551,-3.8806590489177593,-13.056286991874494,-21.39430893474008,-24.47444833886025,9.393212587225252,43.26997533774722,25.86585136011673,-5.380280269540845,-8.233282862816056,-15.916873381090452,-38.09651169731536,-78.22647983069128,72.80019705316006,75.75294381755613,23.247963717230316,-6.520231446402161,-10.105433354721091,-22.167359258924737,-56.178408168283234,-161.95819871057756,42.45219615785447,31.280725944653728,1.7875835223727885,-7.893685471556458,-9.44679442437463,-19.931521965075707,-68.89523120560347,-15.773350494632394,0.6742476544361156,-15.092128685649332,0.4765382311949725,9.398307440367915,-2.8732970989012494,0.6717053575067944,0.7774107210570352,9.29752430426742,6.312212788860975,1.1609254363494386,3.1947980201801425,-11.826666210058358,-9.987267128156429,15.771752399032668,-1.6019617107417
