Unnamed: 0,b'SEEG GLA1',b'SEEG GLA2',b'SEEG GLA3',b'SEEG GLA4',b'SEEG GLA5',b'SEEG GLA6',b'SEEG GLA7',b'SEEG GLA8',b'SEEG GLB1',b'SEEG GLB2',b'SEEG GLB3',b'SEEG GLB4',b'SEEG GLB5',b'SEEG GLB6',b'SEEG GLB7',b'SEEG GLB8',b'SEEG GLC1',b'SEEG GLC2',b'SEEG GLC3',b'SEEG GLC4',b'SEEG GLC5',b'SEEG GLC6',b'SEEG GLC7',b'SEEG GLC8',b'SEEG GLD1',b'SEEG GLD2',b'SEEG GLD3',b'SEEG GLD4',b'SEEG GLD5',b'SEEG GLD6',b'SEEG GLD7',b'SEEG GLD8',b'SEEG GLE1',b'SEEG GLE2',b'SEEG GLE3',b'SEEG GLE4',b'SEEG GLE5',b'SEEG GLE6',b'SEEG GLE7',b'SEEG GLE8',b'SEEG GLF1',b'SEEG GLF2',b'SEEG GLF3',b'SEEG GLF4',b'SEEG GLF5',b'SEEG GLF6',b'SEEG GLF7',b'SEEG GLF8',b'SEEG GLG1',b'SEEG GLG2',b'SEEG GLG3',b'SEEG GLG4',b'SEEG GLG5',b'SEEG GLG6',b'SEEG GLG7',b'SEEG GLG8',b'SEEG GLH1',b'SEEG GLH2',b'SEEG GLH3',b'SEEG GLH4',b'SEEG GLH5',b'SEEG GLH6',b'SEEG GLH7',b'SEEG GLH8',b'SEEG ILa1',b'SEEG ILa2',b'SEEG ILa3',b'SEEG ILa4',b'SEEG ILb1',b'SEEG ILb2',b'SEEG ILb3',b'SEEG ILb4',b'SEEG ILc1',b'SEEG ILc2',b'SEEG ILc3',b'SEEG ILc4'
33039,-25.605164412034316,25.1810622896342,-64.86046891645162,-66.71440022773147,-87.95487136056903,11.000393265485709,184.62070424635613,87.52211838514773,14.45790809619152,43.83709511647045,-62.786490481365135,-78.2173029256109,-41.942961657315145,34.965826797096554,137.2361198567033,190.3420422392987,75.70121833283301,-17.564235254135934,-134.87149097744322,34.20602564473274,101.29836412665767,74.53507844815528,113.61680851738195,204.21688665112492,123.40776949889724,55.43722566772156,-61.06485797254332,-60.5444628550521,29.64353197746185,44.73199693739669,53.80195282387379,68.50070647296609,154.31469890144763,105.54155244324674,-0.7808918667692668,-99.75057323780084,-146.6891726566662,-84.20151327106167,33.67328308835914,39.24031948953436,148.47501010272313,108.09283941397456,30.118280435127968,-154.7374055498364,-250.97110902389483,-385.09838436360695,-126.71923172735256,30.24060045069474,64.39741198213707,80.7166446203743,-31.575989721468652,-247.1765116389893,-569.5291087046509,-312.0072225567285,-134.46946175829785,78.859615982012,25.02105385679269,24.164435378599997,-54.39294423830601,-293.92083184193586,-439.5242850374802,-195.4053590254276,95.0994730348096,84.55623067171234,95.97041861532216,25.85758814189548,-13.242895440316142,-37.52277148327515,20.315941709781544,-16.082673872846147,49.0529200121652,-64.65530944400575,72.12916202081772,-11.013420579042547,58.84905219578396,53.72227160345018
33040,-23.266442179517444,23.00181614757976,-66.95938940516976,-56.42761524274282,-91.0616868989383,3.2213177544320346,163.8831589387582,80.21391764620894,18.03467754291139,49.63801514541456,-63.28074849013354,-86.32404584248913,-62.01960550247239,4.565518804857814,108.83546439310756,157.02421036923906,82.12172047203495,-23.11675798151315,-138.80053318745203,32.29027201211376,78.01740904833986,48.942039956235455,90.72295472533337,178.72528906280658,98.32878061436632,38.33827295497672,-59.299978160354456,-54.49549653633193,30.75398956262064,47.75252810124154,43.26436019118613,54.385660281016406,136.06318242170997,86.41009117005348,-8.63943902587515,-98.4628878710532,-141.28250301871344,-69.99425246444285,21.040677738127236,23.44810760721129,138.41223277053115,92.84017349817728,16.217703408046766,-172.2578563696911,-277.33095676142415,-368.5596998300603,-119.39410776221683,4.288918520248114,57.71485073083132,66.60553632063954,-50.42388039384681,-270.3766318826809,-582.9214024330602,-249.9757166670258,-130.29539190953955,50.08679261355386,22.1327770280718,18.47165841599056,-62.695853165163705,-307.2121531004842,-407.2832876476214,-165.75242781197787,88.54099717290617,69.4322608947205,70.11173556542752,23.21961940666848,-20.97991431101715,-43.35195524183399,7.829343095944164,-12.810475421604083,45.415253722120845,-67.88075186605471,144.19193735682737,-10.56169675457046,84.31428033722837,62.13654009953919
33041,-17.818642775724605,17.71229107989221,-65.56706179090746,-47.9752373542864,-70.63444028516756,9.224151197688606,143.56132097261633,69.80914516241229,25.336569564521504,58.60324014092524,-60.254746322380456,-81.70217479325522,-65.1296010151303,-8.439006881879822,91.86125795948855,125.25905791770644,89.25028409234561,-25.17667145461356,-140.2600012700783,36.79081553675359,65.00173799357961,36.69852022880311,81.45359490200913,154.05533778038117,76.70314901927172,26.621944234866945,-53.08250753894601,-45.83681331362121,35.552984417969576,58.1424709447416,45.89640729264714,46.32654606273492,121.6941845927817,71.13947930364453,-13.03753975213473,-95.35102614023342,-132.46212278609852,-45.9228707005814,20.8613865613774,15.31643397099006,130.61839859177454,81.55488922145341,5.410371071685923,-185.2155168205723,-295.88993103127945,-332.6417710560977,-89.67481394178026,-6.236684802098033,54.90265541938621,56.172238661068285,-65.34686004972659,-287.2067542624359,-580.1288307952133,-165.50967492346044,-110.92809070174464,37.28206149927572,23.88835398533343,14.96761385808883,-67.63795713146396,-315.252105761971,-364.00747227885984,-135.28380132043776,88.1344345221824,58.70187821615704,43.15697311444087,20.582274227155377,-28.2242566853031,-48.410109763109645,-5.728644852816671,-12.139806235026333,44.11507987654215,-69.45064867762214,199.34817876519108,-5.56003830070574,108.15535223394986,66.5936156677166
33042,-11.96835034045882,11.879079147811142,-63.788130204787045,-44.23619547889799,-37.41841370367717,22.092180902415933,124.77565147117085,54.14438543581369,32.63724289453481,62.794189849624814,-57.15074878138375,-69.94168357821036,-59.64304535199489,-16.89394536065615,77.75687610476486,93.1094908416498,95.08838641751264,-28.856562336083712,-143.7166915381263,42.60629116690568,52.3716009699189,27.21325371302959,77.22589239692603,128.11697963170118,59.17032536283807,14.66241884740658,-45.58458245114708,-38.61094882995222,36.2455124329797,64.17169806187823,53.21637982022416,43.930540643417146,110.05548996529603,58.33547337228895,-16.08543580734333,-92.32446947828272,-124.59607269956624,-22.24970981838236,28.756668731234274,17.79275131636144,124.92380376682443,72.58267536490104,-4.3389247524821375,-195.72467940042335,-307.29785024670304,-281.0227750427953,-39.22996901489196,-0.0140926804391469,54.29375633342767,47.66632537066063,-78.49640849966467,-300.46273785869334,-560.9387748545902,-66.08492793151949,-79.38856443466148,39.61746204210262,28.22928615322252,12.25731446350214,-71.44682394909765,-321.0482781860936,-307.715602731482,-108.87687155128498,88.94363520090045,51.79069659164104,22.518031434133466,15.602231510194294,-33.780102460418824,-52.72020356206243,-13.764980652894556,-17.2604846950931,42.90808675365272,-69.29059317120712,227.31532711747843,0.9156723812616882,131.29934018140318,65.12424814479219
33043,-7.750301420954856,7.609265420288067,-65.31806509321072,-42.692811481092505,-5.138083135267266,31.5441273729584,104.00837523195908,33.529515464530846,36.87348220734727,59.82020849720018,-55.668854330539546,-55.46780379627227,-55.56513193879356,-31.709682375480995,58.20428187051718,60.96563883480326,97.774887166599,-35.16826488120819,-148.41648877827544,49.065357600194886,32.653803532746,10.98345101640683,66.78298495244503,99.9326716224014,43.09319651851056,0.0124241209771301,-38.047977756326176,-31.697012150883477,30.50039520011605,59.69972761615829,52.95988763303523,38.41008982992667,99.09318402524887,46.41025683939401,-18.56731358199873,-87.7043048883808,-115.89119632638273,-3.6160365262927447,32.622530001507705,18.28535336259589,118.50599391565191,63.01141739588226,-13.891831231231576,-203.0257891850224,-310.67151993595667,-226.8221993432205,7.894251219994328,1.6901078547966288,51.49120289883143,37.73825871666895,-91.44957372246348,-310.8838383875077,-525.4481080464315,23.90515467145471,-55.9613893240805,37.65411341550572,29.48737777629139,7.594994888883639,-76.00302276628634,-325.12219068020784,-235.13636946322387,-96.5877729007954,77.4531892356026,41.66900270446581,9.13703076958988,8.289591119637477,-35.75111761885621,-56.90924783790252,-16.029515129180684,-25.958159322205887,40.54588726781166,-66.76280128899836,229.6097544335772,6.9905444611869125,150.91840353628476,58.00172216972308
33044,-4.950778914646822,4.803849954633536,-70.44914437474823,-37.68339205875912,20.26243232552046,34.73565965883199,79.8624265712721,15.015355841899868,39.52033724617864,54.06825034214291,-53.890781888098914,-36.34243626201654,-53.11031128481368,-51.80620606967919,34.750463325575545,34.55349172516907,96.52497499871632,-40.49930268124484,-149.40920918273832,60.83726235378258,8.676175799420282,-11.615987883072387,47.64813838836147,72.47309021833014,25.810110340251065,-15.43091542892368,-29.46672099567288,-20.344599040985813,23.75512661024228,47.88420353502308,39.26392321879069,22.063310231322568,87.53076756225659,34.845377156191134,-19.48847846210236,-78.48964750643233,-101.9792513618686,10.865855251470665,21.861196738250253,1.2422755469236648,109.4288387195852,51.49409461903556,-22.0852359026861,-204.8853132015562,-306.00738950064124,-182.6366209031728,24.89044940279065,-23.427354082717105,44.07913747976602,24.52910682037707,-103.88103413403402,-316.7759940715103,-472.4616792726801,81.82106758279392,-65.40064088953712,11.120885086530564,24.381591367495652,-1.0841884314388903,-82.1048909106367,-326.21218460599505,-142.58587842444473,-105.65436424006096,43.448659785101526,17.25723850309102,-2.6065276784068945,-0.5145965733428759,-33.787952266141204,-61.0944298202556,-16.789581563034375,-33.31165011207007,33.82505928042564,-61.20893683407642,220.6622947544637,11.911482154558982,162.18675519808403,48.06898803585264
33045,-3.8312659058641776,3.7956303917611782,-76.8579564679853,-30.70254469589934,37.7450601516603,33.3586404108961,52.1929194029516,3.030448573488867,41.72463609771763,51.33793945098458,-50.60403715035966,-12.632873762443449,-46.74010937128766,-70.57128253994748,12.86733162029201,14.200325628117026,88.75547280250348,-43.47939633333473,-146.25202124187086,78.48049249874072,-12.349936127155894,-34.651794062076426,24.50172539677964,46.224248927592406,6.030506930293914,-29.96741597703229,-20.114883529105324,-4.28302771393581,20.187846987539714,35.698995307969625,15.553322460775185,-6.070412510235451,73.83890159374268,22.991881584078456,-18.573558243349368,-64.18161926771675,-82.31323429045094,23.94449068940506,-3.4865159679856084,-36.15639714703146,97.49244038094116,38.0868216392587,-28.69438062517506,-200.95862199621249,-294.74398000301755,-148.18893042031473,7.622019503781036,-76.84744564610335,31.776436072253635,7.924736398053846,-115.17807397099315,-316.5789170474236,-398.70724293907847,103.75059378080871,-113.5972482435716,-43.74180939409314,12.590657965368298,-14.58680259059456,-90.06087612934422,-323.3983468950141,-31.66850946123416,-133.17155812668798,-9.97344788994038,-26.170971651170174,-18.952258564595823,-12.195644333041203,-33.66177706432938,-66.74534202624369,-21.531078591937668,-40.13569013691755,16.573294191667785,-56.86374195279339,209.65254325776272,14.00692259365066,160.9404215370971,35.35660546544748
33046,-5.156812857221644,5.331394664024121,-82.07088773852364,-26.583050849739404,48.962871696359,28.408166192919992,21.658891872477867,-6.481013469308295,41.656795991107785,53.71916381195558,-46.29937931527407,9.902953544229668,-36.924883881945625,-85.03428809891523,-5.294577109448279,-5.196869435959495,72.83140958780974,-46.46328876449088,-143.72293631943967,94.7686244063797,-29.36580998936699,-55.32453597399771,2.119340949251398,19.520558673534985,-16.70477729826221,-44.02752413838164,-11.375315820763362,11.766866993495544,16.237542436505873,25.39006808760048,-11.172880200350138,-40.53661445148043,56.29566070293278,9.43585117955595,-17.788711630780632,-48.1234250075652,-61.803426568159125,35.46085838290664,-35.66367937589784,-82.96878936519938,82.12283356720219,22.620663737696177,-35.870618886806135,-193.8731656452139,-278.7469257017709,-111.79460058486654,-24.702146050422677,-140.5776687075413,14.790676024156484,-11.547299038294677,-125.80781580543432,-311.0208257143899,-300.6657959834616,103.7004307628406,-178.33840824495195,-111.45627709120316,-5.267620102456414,-32.72366217824318,-99.70064380327042,-315.730248722344,86.28997551353943,-169.7590542366408,-67.6458610480558,-79.42441903641246,-42.439262061926286,-29.522013520369505,-41.3061758979974,-75.72452434059124,-34.25752160078479,-52.25525315062429,-11.933468492567595,-59.96624612037685,192.69829995523125,9.821960241034766,146.1650901285779,18.218469848479188
33047,-8.093458132042697,8.373074581037928,-83.49659636810144,-23.3523584301582,56.91349079563429,20.45264341551022,-8.467060855135026,-18.68146247083962,39.76174073441475,58.65327129057477,-40.56020510952013,27.27679973499008,-29.435157176849337,-96.33035121207818,-20.79672673860068,-24.24893051637883,54.37368427921015,-49.1807427583881,-143.09431735375745,103.20379338428646,-47.31474339817783,-74.64074009964702,-17.13120179184151,-5.545758355667741,-39.6780972169189,-56.72218035821857,-2.284980091289343,24.698339451450952,5.365728235813047,14.48186815461611,-34.9709364953768,-71.01266068302141,36.64974087331021,-5.218738638232422,-18.2300515371364,-34.582889901968514,-45.7518913399705,43.284758374057205,-65.2485923253336,-122.3895908104609,64.51838922499677,6.652671589621787,-44.16843129651829,-186.2741012761153,-259.751096583687,-62.72223999330259,-46.88883985192998,-191.93718956752224,-3.785393399119526,-31.013731421861262,-135.1517126747863,-301.20700373906794,-178.40774122219568,102.71518821183696,-226.1109838381504,-168.4800521879306,-25.577956879334597,-52.23721805283088,-108.301327231803,-300.0633723471756,193.8797599215113,-206.98781189553517,-113.11788790085782,-126.15357105046596,-68.49199710664095,-48.75775664807626,-53.338649125494,-86.77187410167231,-52.48919965328139,-70.58492912630464,-42.25070144986054,-69.68029871452048,168.52891534019898,-1.1384836691471107,123.05502743456736,-0.6191634101130135
33048,-10.821366751373626,10.903378109030944,-79.6458262469162,-16.773145886066644,60.58214469725976,10.531020757868417,-33.8609735254772,-32.963017019499425,38.49154659992805,61.15206270290799,-33.70968146973969,39.95287926822369,-27.025071442109123,-105.7154980826366,-35.028562581035494,-39.24993556507629,41.0163064369161,-48.43332072239322,-140.3435100091198,105.90777403531408,-68.08190094228772,-92.1651936211562,-32.798455646178326,-24.613245112657687,-58.62389512294404,-65.51182336324504,9.632295930670386,35.47758507057437,-12.667398714350194,2.6752214246298185,-51.91845265000058,-87.82601756819489,19.642832612584066,-17.806597431339153,-17.748621785506586,-24.397936281027743,-33.22196798336711,48.76314959057101,-84.05569866615981,-142.01667289802106,49.48734957620384,-5.949617000022513,-50.4761988474076,-177.4603042274947,-237.9268263027216,2.632404478119411,-42.29473637450501,-217.08870436814664,-18.24310530804952,-45.27362500084479,-139.60194910235688,-285.80382769039227,-38.08928835803044,118.08058622613343,-237.24621463612385,-199.732239916,-41.79689021890654,-66.51614508957077,-110.4713150590926,-271.90738858590464,277.82945266871496,-237.55122349102405,-138.17712863110555,-155.5966516555747,-88.04488856502323,-58.5722494640774,-63.217872623698135,-96.60909002366954,-68.28329037548517,-87.16435466251286,-63.08696284556834,-78.7112666381609,144.7863535494635,-12.877562709210371,101.00028047221936,-16.231353449253486
