,Unnamed: 0,b'SEEG GLA3',b'SEEG GLA4',b'SEEG GLA5',b'SEEG GLA6',b'SEEG GLA7',b'SEEG GLA8',b'SEEG GLB1',b'SEEG GLB2',b'SEEG GLB3',b'SEEG GLB4',b'SEEG GLB5',b'SEEG GLB6',b'SEEG GLB7',b'SEEG GLB8',b'SEEG GLC1',b'SEEG GLC2',b'SEEG GLC3',b'SEEG GLC4',b'SEEG GLC5',b'SEEG GLC6',b'SEEG GLC7',b'SEEG GLC8',b'SEEG GLD1',b'SEEG GLD2',b'SEEG GLD3',b'SEEG GLD4',b'SEEG GLD5',b'SEEG GLD6',b'SEEG GLD7',b'SEEG GLD8',b'SEEG GLE1',b'SEEG GLE2',b'SEEG GLE3',b'SEEG GLE4',b'SEEG GLE5',b'SEEG GLE6',b'SEEG GLE7',b'SEEG GLE8',b'SEEG GLF1',b'SEEG GLF2',b'SEEG GLF3',b'SEEG GLF4',b'SEEG GLF5',b'SEEG GLF6',b'SEEG GLF7',b'SEEG GLF8',b'SEEG GLG1',b'SEEG GLG2',b'SEEG GLG3',b'SEEG GLG4',b'SEEG GLG5',b'SEEG GLG6',b'SEEG GLG7',b'SEEG GLG8',b'SEEG GLH1',b'SEEG GLH2',b'SEEG GLH3',b'SEEG GLH4',b'SEEG GLH5',b'SEEG GLH6',b'SEEG GLH7',b'SEEG GLH8',b'SEEG ILa1',b'SEEG ILa2',b'SEEG ILa3',b'SEEG ILa4',b'SEEG ILb1',b'SEEG ILb2',b'SEEG ILb3',b'SEEG ILb4',b'SEEG ILc1',b'SEEG ILc2',b'SEEG ILc3',b'SEEG ILc4'
Unnamed: 0,0.0,0.002887122350398495,0.0006490904731090702,0.0036908997180688367,0.001438390979084796,0.0022782134716108314,0.003783570121915381,0.004958827631853337,0.0059556983476364705,0.0014774966303154591,0.0002687414045190468,-0.0016364246454048216,-2.3574540660031825e-05,0.0015941512084391468,0.004922422302343393,0.0038018830039050853,0.004978842143291457,-0.0006742106838651614,-0.0007543529959146778,-0.002154245554106981,-0.0013838699647277244,0.00012352928612038215,0.002875607849162888,0.004027317640684262,0.005565688186612908,0.0002378522471396831,-0.0013271361903024249,5.8535159158907754e-05,-0.0025293723861037824,-0.0018844529929893357,0.0013330219596959453,0.0058438307515513216,0.004056922798508422,0.0029069580429148143,-0.00010636020960513199,-0.0025582101320530647,0.0005625363034131055,0.0018356489861150696,0.0010949709548001372,0.004138159896979445,0.004140876795397228,0.0021099183761554233,0.0011293215893622987,0.00022398577555312487,0.004301428682415919,0.0027953145414307467,0.001729800135786337,0.0033824162770126204,0.0020807296246801903,0.00425640942255253,0.003697998300523308,0.001641830870751516,0.0006868708678839422,0.0007016544261901715,0.003894764912584937,0.002484063454454664,0.0030110408197427624,0.00436590108289798,0.005122622873541161,0.0008454774002322614,0.0011912938228504045,0.0004772033962362826,0.004322018576443936,-0.0011552289901924316,-0.0031495990093454375,-0.00018290613740138526,0.0016928714465976298,0.0034880607717491254,-0.002631654674670896,-0.0016538136871089076,0.004801065163393026,0.0011146058647118237,-0.00169556800122252,0.0019734075450102075,0.0011410183043282513
b'SEEG GLA3',0.002887122350398495,0.0,0.13866452684680858,0.14207442297816894,0.12267750410455078,0.13389763226808848,0.15218099148035547,0.06560740447766784,0.10968756515484818,0.4827878644014354,0.19894006937677927,0.11973226951697401,0.0754897455700911,0.07829422029684917,0.0575450273092892,0.06844307122444182,0.20236551832199226,0.0359582756066883,0.029440200442272607,-0.07504392570170049,-0.043823569291703286,0.016259021849186133,0.04885941846625005,0.07178478421586139,0.2090049835916855,0.0531542762636974,-0.11707875206598266,-0.1990737503309913,-0.15497255769549384,-0.05705422024112969,-0.00655783007809521,0.025663876911350456,0.05190397476711142,0.05852062800510587,-0.030516891046857227,-0.15080382296608014,-0.010037157710636279,0.07727203820901749,-0.025718229755124982,0.04880254461814699,0.07951239031802888,0.07914516391941459,0.005146159624004237,-0.07656200573330904,0.10093042379414063,0.12031924909831063,0.009775345690334709,0.027415397658531335,0.01784819272287312,0.1175501167403324,0.05357757144178489,-0.00415583219511829,-0.08790001085586498,0.016942088457743292,0.06237653188763109,-0.040758407884217356,-0.01590050139146024,0.06321042528283388,-0.0008781964255992976,-0.15821348861043888,-0.08445319738954851,0.045054217952495736,0.17342530388824903,0.1155695353508537,0.09138454705476959,-0.074128712577275,-0.1659131659382384,0.06911142811172517,-0.08165719291631984,-0.004953962166955803,0.48819686278446983,0.03308880947703654,-0.04574836161490842,0.05996212319808576,-0.10781694541741693
b'SEEG GLA4',0.0006490904731090702,0.13866452684680858,0.0,0.5289967479615597,0.21103068349400297,0.19168543595895257,0.06481085953209646,0.17168342544213547,0.061361438808591226,0.032661335357730255,0.06229657964889948,0.11725667529931001,0.1311177295094428,0.1332983578633126,0.03859057514406537,0.07890038215719798,-0.058969912076936984,-0.035378880056314926,0.011786217242287837,0.053286886918749096,0.08189205755450306,0.06693601854437436,0.00933151779962373,0.08340794285332244,-0.06573645676346725,0.025797766435998622,0.028205249723704206,-0.018707795836220623,-0.03797117793281352,-0.037522846111945285,-0.04534293156433218,0.11623272430379565,0.09161483869957168,0.12122142909807784,0.06566962002940221,-0.0667030713727306,-0.08669102869083761,-0.06106228176497101,-0.0942997345527924,0.15577380143878544,0.13384199931139756,0.14299114861443188,0.024528285333808113,-0.04585567528031805,-0.06292442055216388,-0.06377444913663591,-0.0996948091805146,0.1461611704101531,0.10406094595928955,0.11593421879668421,0.04825885043564614,0.03024595733752277,-0.01702336580529504,-0.0870208131890286,-0.059888841751029945,0.14568006366077504,0.09668501123886401,0.10623445347681744,0.08132880598978053,0.05270627581958923,0.05694605045812696,0.04107458376510078,0.06687197786460648,0.10860332317967966,-0.01400870281303556,0.13364235833321142,0.14313628189910302,0.20389365019343156,-0.0016123776810853794,0.06519864115825146,0.18224682162385,0.154126329244111,0.16005024816542007,0.19949656160677076,0.06798725968139041
b'SEEG GLA5',0.0036908997180688367,0.14207442297816894,0.5289967479615597,0.0,0.675071833788533,0.5891691329605165,0.4537264433078886,0.39644941890681895,0.36232827416173774,0.3211858243753576,0.38573399123308444,0.6302392369532861,0.5473899457926547,0.500617573402819,0.3543957225829943,0.24599562727872834,0.2368488201389184,0.30626052531281733,0.32179985823821994,0.2979956743602701,0.2981048830938775,0.32686118021322597,0.21468471111996837,0.25817473033405564,0.08922296050286171,0.1717978049587707,0.17923972245147707,0.15130441886140264,0.062036664004538396,0.0768208674747896,0.07879406754533513,0.27154677652115683,0.20144340427436702,0.23863717180976288,0.20849426493477058,0.02994242948055739,0.04518897511040894,0.04875800213397265,0.008774372292039838,0.2987314005101894,0.2704244781626085,0.2786952213879153,0.16141579771385492,0.03768821495985016,0.05393337502425604,0.038567769644782215,0.010869255917071274,0.3040185659749943,0.2813876109256228,0.29858822684830655,0.23834514586036443,0.09989353851848237,-0.020837759734325542,-0.06063663774790361,0.013729351531881652,0.2542695422987991,0.2331435297270695,0.27397094652273074,0.2119756896764105,0.01507769919537929,-0.040511102583637354,-0.04609879060206966,-0.032533508704669194,0.11313379871357927,0.05325246170624152,0.13312335891986224,0.10966068285810962,0.10579378901603276,-0.08091095097567726,0.0823373852451049,0.2048528962651337,0.11109412898434139,0.021697932802317035,0.18048920112132236,0.0019575425731609432
b'SEEG GLA6',0.001438390979084796,0.12267750410455078,0.21103068349400297,0.675071833788533,0.0,0.9478369628199196,0.6703983993702608,0.15893558436112445,0.24744112164813328,0.32925345690263563,0.4301069931936737,0.7254745671863361,0.8617384367128227,0.8231651659726421,0.5580222941129205,0.09745510572057785,0.10689706745428942,0.21392187309697844,0.41603566365447137,0.44708656183204637,0.5687087303430646,0.5778693085276648,0.3958447059996651,0.10620500884354811,0.07673022591938114,0.25428579831267795,0.25458618759349577,0.2485022919353236,0.22713380248783496,0.21955877457852488,0.17856349750812406,0.16971790572130938,0.17444380341354926,0.2274793707114513,0.19007048131957058,0.07589355735015262,0.07720785993978936,0.06988849365412339,0.07655585978336686,0.18087799114422695,0.19946920595358733,0.21191616086860843,0.13772982825750857,0.036569863547808834,-0.0067368167469322145,0.006201365193524308,0.003134274766892294,0.18006293444381397,0.18827561608270368,0.1956091761781899,0.1611303386517215,0.0032576723619108247,-0.07859240244235467,-0.08504931688392145,-0.0011069836789495855,0.14309150289128583,0.14827254381444155,0.1732656819288996,0.14475112965798947,-0.08573850261093074,-0.08660380638461118,-0.06681181960078689,-0.07211948770650124,-0.11888525239579326,-0.07293207556741622,-0.033671189335719116,0.006583193919486313,-0.1841650113847945,-0.146696117184602,-0.07674693930938109,0.11100986097985871,0.06402781267808684,-0.19988677922639048,0.04991260902253771,-0.31908247337592077
b'SEEG GLA7',0.0022782134716108314,0.13389763226808848,0.19168543595895257,0.5891691329605165,0.9478369628199196,0.0,0.713100995652536,0.0874134463100884,0.16648986453134787,0.287936091367296,0.40801315754156015,0.6318127213565652,0.7922162590971326,0.7855932329555161,0.5135793954047202,0.05526166229043983,0.0515122573444033,0.1677259058967915,0.35685492367427396,0.35390613795331877,0.5003614603843072,0.5280453441013268,0.34420089784846253,0.04151809766733142,-0.004130459729036166,0.1752661571317199,0.17005312555092544,0.15143199717488376,0.1602160711603785,0.17872044991485392,0.13655365308527082,0.08440543345015546,0.0811447704550489,0.11430046842786308,0.07724551033548976,-0.012010485327296433,0.07882472421632489,0.1059867124304125,0.05164670827722165,0.100399559518882,0.11158413141767033,0.09458309206198547,0.031472028292575685,-0.03265931522894222,0.046349535282946726,0.05097832135194975,-0.026328632931243632,0.0852066326114439,0.09398856831893394,0.08233897743692864,0.05028993513510637,-0.035578207555610905,-0.14014771644698704,-0.14829057961757147,-0.0546948453833818,0.03765712397137237,0.037049626471311235,0.04677722307819619,0.021906675961047874,-0.19648163804291285,-0.16265982886092734,-0.15696873293049232,-0.1422310305078649,-0.14917726580192,-0.08362791420741413,-0.10830265317500583,-0.06866305368153687,-0.24486502841987243,-0.22748624916932378,-0.14507337117452887,0.06286855356500909,0.05968149127433141,-0.22785196202386734,-0.039581905909445554,-0.4046261928010934
b'SEEG GLA8',0.003783570121915381,0.15218099148035547,0.06481085953209646,0.4537264433078886,0.6703983993702608,0.713100995652536,0.0,0.19192651153216514,0.08697153024013465,0.3328259757305268,0.37467874270174045,0.5125510643114243,0.5861294071262674,0.6066840163229648,0.5540394807671104,0.187592223106579,0.1498887388199763,0.22444527646700946,0.3426926040646285,0.2727731515438067,0.38448364727972706,0.41456565850272853,0.3082318060667965,0.1820276499935198,0.1588516997020544,0.18360829194475456,0.17673823693464125,0.16285280407070718,0.11170024466297171,0.1208240005947046,0.10670994624563616,0.22288541021495561,0.20642814839923918,0.1959280892190378,0.11639819842186999,0.009074536951819768,0.05722844495407931,0.08039372392083897,0.019188316741008085,0.25294597324743207,0.2598318215437929,0.22105076192671608,0.08981019434118064,-0.020818124751290343,0.06366916905983297,0.041652381212437375,-0.04659523493223248,0.26867703359906314,0.2831258427466257,0.2204209571506617,0.1327041667512223,0.013506781909750196,-0.11253303234408765,-0.13992529736250653,-0.06429701066934941,0.21832117028184064,0.196475071394818,0.18275293187387961,0.15760324452797353,-0.0893164842150662,-0.16331546408318914,-0.14186446291476845,-0.05567383748430395,-0.01305428803032013,0.08042611797843201,0.00860124025879072,0.07692772556212521,-0.21558010915527198,-0.06445406328965776,0.10642090475884063,0.1967953630595642,0.30392911981540477,-0.20043803469086488,0.011913798526528905,-0.1544489282697906
b'SEEG GLB1',0.004958827631853337,0.06560740447766784,0.17168342544213547,0.39644941890681895,0.15893558436112445,0.0874134463100884,0.19192651153216514,0.0,0.6614955956295644,0.3520927523589815,0.15723617440013024,0.3203815494838093,0.25426519051523255,0.20424705919378425,0.2154946836677156,0.7626915666677266,0.6489975957099651,0.4146079098051234,0.2766195597356755,0.24597467482613644,0.22806533485486613,0.23527302264315214,0.2341482663814004,0.38027445016880107,0.4251421651064301,0.31692261567529734,0.2875911905663518,0.25952585624142577,0.1732655281887296,0.20075334306195247,0.24055797539711798,0.6010570629332344,0.5682832424705072,0.493825645652916,0.4080685755380662,0.25036406225684354,0.17545110741330022,0.14425852118357427,0.21331585941516085,0.6631569707120032,0.6046645245181079,0.5510429556443959,0.4190897590555385,0.31892325299507596,0.12990426947833597,0.1713928198491748,0.3207480339275573,0.6679820164085563,0.5767626717203216,0.5666340973753169,0.4861962625293335,0.4181366569215054,0.3262964980188541,0.33330731444218936,0.3308629786594744,0.5966232181632246,0.5449739312817262,0.5735608136581147,0.5101221251268093,0.31655601936051536,0.25442331739112733,0.24350568388058788,0.09462909541361998,0.3229109269429649,0.08884188954386364,0.33498782692881157,0.25312193777289904,0.340195841635375,0.1876034359264601,0.4674448438905529,0.42234363259166224,0.1588519138013503,0.10213160815835759,0.2458205387708088,0.28404423814156515
b'SEEG GLB2',0.0059556983476364705,0.10968756515484818,0.061361438808591226,0.36232827416173774,0.24744112164813328,0.16648986453134787,0.08697153024013465,0.6614955956295644,0.0,0.3980598925807169,0.19280760136149297,0.359399960440584,0.310255218310121,0.2785889793774661,0.22217451699973872,0.4612066818560391,0.620244023376992,0.47324354875848074,0.2789792396340254,0.28426460395396796,0.259587414802438,0.2857036652618419,0.26794340823297724,0.21118144211921733,0.4193274804438185,0.2996954822123535,0.2629079970441386,0.22392383315189365,0.18358397317137934,0.22230568962712322,0.23721167662553397,0.38192939799140463,0.4121083267332685,0.37765674816451517,0.3515347673053634,0.2637410688260011,0.206658794183114,0.18765238727449343,0.20448156724875538,0.4042677501669098,0.38958531075827685,0.4149029870906059,0.3639030876454802,0.32771532757670385,0.15642945411635817,0.1821212651662688,0.2319878582379786,0.35623216254893353,0.32577052997145656,0.40948053257398515,0.39340957318833825,0.3650463557080457,0.2994929303758669,0.252780987780173,0.20697556354596472,0.29733087822908844,0.29915387720461306,0.36607744406283516,0.30623360335716154,0.2109977421085048,0.21499930574882856,0.1191364996937483,0.0069897054640792496,0.09446310632745362,-0.07630072250266087,0.12191486032064885,0.06621939860138137,0.16532264289053944,0.0018037870463700912,0.23168808551463302,0.14304025534268225,0.028307276814315625,-0.14261456579276033,0.05600056714302896,0.08640339649402003
b'SEEG GLB3',0.0014774966303154591,0.4827878644014354,0.032661335357730255,0.3211858243753576,0.32925345690263563,0.287936091367296,0.3328259757305268,0.3520927523589815,0.3980598925807169,0.0,0.6938290488844702,0.490475928935613,0.3163878728692538,0.30470464843894257,0.2529653615042268,0.2587596004915851,0.44609491288619585,0.5588945886095203,0.522855743117831,0.2515562133422996,0.24750370465457683,0.26440005617007356,0.21987442832852636,0.21669439003512006,0.48393763198279527,0.428080826038148,0.35835814402050137,0.20246879251259647,0.17624798646580372,0.17883011176461716,0.14952616378793165,0.2274150841652287,0.2668634137681672,0.34270365373147055,0.3253064047042102,0.20058117894743033,0.15872894853245573,0.11684575707527273,0.07119483308741346,0.2483835577628626,0.26858944142451463,0.3263931282450806,0.29361596636276843,0.2350877369313341,0.08108004543544964,0.10396137339592885,0.16040827527950152,0.2376743123250384,0.2403379848350421,0.31341636577972637,0.32976788506573895,0.22507164899656998,0.09146114796398849,0.11991891238411471,0.23591911968679802,0.16158875253632618,0.1652475856023948,0.242984765007606,0.19562561056813838,0.05849707729246895,-0.05882738375563851,0.05203166918117284,0.08490066771983772,0.08634263707462797,0.07495746220884011,0.058732072737921234,-0.117812438590501,0.009545033029099367,0.04812047274878188,0.14667296018250803,0.24773790550855437,0.11077661964823274,0.0262349302247276,0.18864997702281078,0.04040584489186126
